Continent,Week,Year_Week,Mean_cases_Week,Stddev_Cases_Week,Min_Cases_Week,Max_Cases_Week
Oceania,48,2022,20312.7143,28849.5804,3173,79551
Oceania,49,2022,21108.7143,29836.7121,2686,80553
Oceania,50,2022,22295.1429,28652.2667,0,75056
Oceania,51,2022,14886.2857,29269.0952,1605,81149
Oceania,52,2022,12340.8571,16999.2323,1226,39974
Oceania,1,2023,17241.7143,19645.9071,0,54004
Oceania,2,2023,8276.2857,11083.6025,0,28243
Oceania,3,2023,3928.7143,7026.9817,0,17940
Oceania,4,2023,6482.1429,7617.4689,0,18201
Oceania,5,2023,2528.8571,6679.7096,0,17677
Oceania,6,2023,5064.7143,5766.4694,0,14792
Oceania,7,2023,3651.8571,5218.3429,0,13091
Oceania,8,2023,3962.8571,6911.4965,0,17698
Oceania,9,2023,4412.7143,7513.936,0,18540
Oceania,10,2023,3484.0,6961.3349,0,13926
